,Title,Company,Description,Type,Maximum,Minimum,isYearly
90,"Senior Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)",National University of Singapore,"Date: 2 Apr 2024
Location: COMPUTING, Kent Ridge Campus, SG
Company: National University of Singapore
Job Purpose

The AI Centre for Educational Technologies (AICET) is a research centre that is focused on developing technologies to improve learning. AICET collaborates with the Ministry of Education, Singapore and the National University of Singapore on various projects to build systems that provide immediate personalised feedback to the students, providing content that adapts to their performance, and improve assessment and grading efficiency and effectiveness.

The Software Engineer will be part of a team that will build next generation education platforms for the AI Centre for Educational Technologies. (AICET).
Job Description

To build software for the AI Centre for Education Technologies (AICET) under one of the AICET’s projects. Current projects include:

Codaveri – An auto-feedback programming system
Coursemology - a gamified e-learning platform
Softmark – An online grading tool

The exact responsibilities and project assigned will be discussed with the successful candidate subject to suitability and also depending on AICET’s needs.
Qualifications

A graduate or postgraduate degree in relevant discipline. Fresh graduates are welcome to apply.
Team player with excellent communication and interpersonal skills.
Ability to build a collaborative working relationship with people at all levels.
Familiarity with web development with modern tech stacks and technologies like Ruby on Rails, nodejs, Golang, React, and JavaScript/TypeScript.
Experience with AI and/or EdTech platforms and system will be preferred.

Only shortlisted candidates will be notified.
More Information
Location: Kent Ridge Campus
Organization: School of Computing
Department : Department of Computer Science
Employee Referral Eligible: Yes
Job requisition ID : 22028",Full-time,-1,-1,False
248,Senior / Software Engineer,Bitopia Technology,"Location
Singapore
Job Type
Full Time
Principal Accountabilities / Responsibilities
Involved in the whole life cycle of project implementation: Requirements gathering, design, development, testing, documentation and deployment.
Provide user support for existing implemented systems.
Troubleshoot issues/bugs for systems.
Involved in research and development of new technology and incorporating them into product roadmaps.
Provide on-site training to users for implemented systems.
Requirements
Well versed in J2EE (Java) web development
Good knowledge in Spring Framework (Security, MVC, JPA)
Good knowledge in major Javascript frameworks such as jQuery, Vue or AngularJS
Good knowledge of mobile development framework and tools
Experienced in database design and SQL
Experienced working in both Windows and Linux environment
Ability to perform independently and handle liaison from multiple entities.
3-5 years’ experience involving in IT software systems implementation for senior role.
Fresh grads with the right aptitude will be favorably considered.",Full-time,-1,-1,False
88,Cloud Engineer,Anacle Systems Pte Ltd,"Responsibilities:
Collaborate with sales and software engineering teams to evaluate and identify optimal cloud solutions for customers.
Migrate on-premises workload to Cloud Service Providers.
Plan, design and develop cloud infrastructure necessary to support Anacle’s software applications.
Monitor cloud systems for optimal performance and establishes and monitors best practices, policies, and procedures.
Identify, analyse, and resolve infrastructure vulnerabilities and application deployment issues.
Perform vulnerability / security updates and firmware patches.
Configure and monitor the statuses of backups and perform disaster recovery when required.
Configure and monitor health statuses of cloud components and respond to monitoring alerts appropriately to ensure continuity in customers’ software applications.
Prepare system architecture documentation.
Essential Skills and Experience:
At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor’s Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.
Experience with cloud technologies – AWS, Azure, or Google Cloud.
Fresh graduates, or anyone with relevant working experience
Good background in Operating System administration for Linux/Unix and/or Microsoft Windows Server.
Proficient in networking concepts (e.g., DNS, TCP/IP, and firewalls)
Hands on experience in managing public cloud including developing and deploying large, scalable production applications on cloud/Iaas, Paas platforms and Containers. Experience with Docker and Kubernetes is a plus.
Working knowledge of DevOps software development tools and methodologies is an advantage.
Cloud service providers’ certification will be a plus
Able to work after office hours depending on project needs
Able to handle multiple tasks and priorities using effective organisational and time management skills.
A good team player who is able to work in a fast-paced environment.
Only shortlisted candidates will be notified.
Job Category: Engineering
Job Type: Full Time",Full-time,-1,-1,False
87,"Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)",National University of Singapore,"Date: 5 Apr 2024
Location: COMPUTING, Kent Ridge Campus, SG
Company: National University of Singapore
Job Purpose

The AI Centre for Educational Technologies (AICET) is a research centre that is focused on developing technologies to improve learning. AICET collaborates with the Ministry of Education, Singapore and the National University of Singapore on various projects to build systems that provide immediate personalised feedback to the students, providing content that adapts to their performance, and improve assessment and grading efficiency and effectiveness.

The Software Engineer will be part of a team that will build next generation education platforms for the AI Centre for Educational Technologies. (AICET).
Job Description

To build software for the AI Centre for Education Technologies (AICET) under one of the AICET’s projects. Current projects include:

Codaveri – An auto-feedback programming system
Coursemology - a gamified e-learning platform
Softmark – An online grading tool

The exact responsibilities and project assigned will be discussed with the successful candidate subject to suitability and also depending on AICET’s needs.
Qualifications

A graduate or postgraduate degree in relevant discipline. Fresh graduates are welcome to apply.
Team player with excellent communication and interpersonal skills.
Ability to build a collaborative working relationship with people at all levels.
Familiarity with web development with modern tech stacks and technologies like Ruby on Rails, nodejs, Golang, React, and JavaScript/TypeScript.
Experience with AI and/or EdTech platforms and system will be preferred.

Only shortlisted candidates will be notified.
More Information
Location: Kent Ridge Campus
Organization: School of Computing
Department : Department of Computer Science
Employee Referral Eligible: Yes
Job requisition ID : 24026",Full-time,-1,-1,False
86,"Quality Engineer, Modules",REC Group,"COMPANY DESCRIPTION
Founded in Norway in 1996, REC Group is an international pioneering solar energy company with a strong footprint in North America, Europe and Asia. We are part of Reliance Industries Limited (RIL), a Fortune Global 500 company that shares our passion for bold innovations that empower people with clean energy solutions and drive global energy transitions. A trusted partner for customers, consumers and employees, we are Solar's most trusted!

DESIGNATION : Quality Engineer, Modules

RESPONSIBILITIES
This is a quality engineering position. The incumbent shall execute the quality assurance role with good technical rationale and understanding, acquired from developing an appreciation of the industry practices, and applicable technology developments.Scope of work includes quality assurance planning, supplier management, in-process quality control design and outgoing quality controls. Fresh graduates are also encouraged to apply, and for those who wish to make a career in Quality in a World Class High Tech Manufacturing Facility in Singapore.
Essential Duties and Responsibilities:
Quality Assurance Planning
Develop and implement quality control plan for adequacy and suitability for the production and during new product introduction
Drive improvement of material, process and product quality by monitoring quality indicators (SPC, defect rates)
Non-conforming materials and products management
Benchmark, develop/innovate and implement inspection methods and procedures to meet quality objectives, product quality, quality assurance, technical goals and productivity savings.
Support customer audits and 3rd party inspection routines (by way of preparing quality data presentation, technical write ups)
Supplier Management
Manage the qualification of new materials/suppliers & incoming quality of the materials
Drive supplier quality through audits to ensure conformance to specification and continuous improvement in system, procedures and processes.
Drives supplier performance through processes, efficient rating system and reviews.
Supervision of Quality Inspectors that support Production Operations
Manage team of quality inspectors on daily routines and communications
Plan shift activities with inspector team leads
Projects
Develop understanding of product reliability and its corresponding components' contribution (based on product performance characterization and defect understanding)
Support product qualification process (Provide quality requirements in FMEA, SPC, DOE, Control plan and other processes and procedures as required/suitable)
Quality Management System
Participate in internal quality audits to drive conformance and continuous improvement in product quality
Execute in accordance to QMS requirements (ensure timely updates to documents, WI, SOPs)
Communication and Presentation
Ability to communicate and present at all levels of the organization.


QUALIFICATIONS
Technical / Professional:
Minimum bachelor's degree (engineering discipline). Preferably Mechanical or Electrical.
Engineering knowledge in SPC controls or lean and six sigma methods and software tools.
Engineering knowledge in using quality tools for problem solving
Aptitude in higher level use of Excel (E.g.: Formulas and Macros) is an added advantage
Technological:
Interest in following up and developing understanding of the technological developments in the industry on both products and components
Expect to develop as an expert in Quality Management Systems and related standards and requirements (ISO 9001, IEC62941), if not already adept.
Experience in reliability engineering would be advantageous.
General:
Strong sense of ownership and self-motivation, good initiative, work independently.
Proactive working attitude hands on approach
Ability to handle experimental planning and perform product testing and report writing.
Excellent presentation, interpersonal and communication skills with demonstrated ability to communicate effectively with all levels of management, both internally and externally
Good time management with ability to handle pressure and multitask under tight timelines
Willing to travel
People / Relations:
Ability to interface and communicate effectively with cross-functional team and external",Full-time,-1,-1,False
84,Full Stack Developer,Talentvis,"Permanent
IT Engineers (Software/Applications/Database)
Salary Range
Negotiable
Location
Singapore
Date Posted
Mar 15, 2022 2:12:26 AM - 2 years ago
Job Requirement
Requirements:
Qualifications and Experience o Must possess at least a Bachelor’s Degree, Post Graduate Diploma, of Professional Degree in Computer Science / Information Technology, Engineering (Computer / Telecommunication) or equivalent with 1 to 4 years of relevant experience
Diploma holder with at least 2 years of relevant experience are welcome to apply
Fresh university graduates with no working experience but with an aptitude for learning are also encourage to apply
Technical Skillset:
Possess strong web fundamentals such as HTML5, CSS and JavaScript
Experience in development using Node.js and React.js/React Native.
Experience with relational databases
Familiar with API design and development e.g. RESTful Services
Job Responsibilities
Do you have a strong passion for writing good, robust and maintainable code? Do you want to be part of a dynamic team that thrives on excellence in its ideas, solutions and delivery? Do you want to be involved in large scale industry-leading projects?
As a Full Stack Web Developer, you’ll:
Be part of a dynamic Agile development team
Apply industry best practices for software development
Understand user requirements and translate them into robust technical solutions, focusing on performance, scalability, reusability and security
Develop attractive responsive web frontends based on wireframes and visual designs
Develop API-based backends",Permanent,-1,-1,False
253,Test Engineer,GMP Group,"Job Summary
Define and perform testing of hard disk Media including tester setup, tester troubleshooting and testing evaluation.
Lead a group of Assistant Engineers, Engineering Assistants, technicians and inspectors to conduct testing activities for new product qualification.
Job Responsibilities
Lead and supervise a team in meeting the goals and objectives of the department.
Full hands-on operation, setup & troubleshooting of Hard Disk Media tester.
Ensure consistent machine uptime and support test activities of continuous engineering sample submission.
Plan and conduct evaluation to improve testing methodology.
Root cause investigation to resolve testing related issues.
Establish and optimize test settings for newer generation products.
Hands-on operation on equipment like oscilloscope, microscope and AFM.
VBA/RPA programming to ease/enhance data compilation and Python/Minitab for data analysis.
Job Requirements
Degree in Electrical and/or electronic engineering
Fresh Degree graduate or Diploma with at least 5 years relevant experience
Proficient in Microsoft Office and Minitab applications
Good communication and analytical skills
Independent and able to work under minimum supervision
Added advantage if candidate possess programming knowledge in Python/VBA/RPA
Comfortable with working in Cleanroom Environment

We regret that only shortlisted candidates will be notified.
GMP Technologies (S) Pte Ltd | EA Licence: 11C3793 | EA Personnel: Lim Zi Cheng | Registration No: R2089949",None,-1,-1,False
254,Assistant Manager/Engineer (OT Security Governance),PSA Singapore,"We are the World's Port of Call. Our winning formula is our People.
In our continuing journey to build great teams, we are looking for passionate individuals driven by a strong sense of purpose. It is only with the determination and commitment of our People that we can serve our customers, lead our industry and contribute to our nation to create new possibilities.
Working Alongside, we can deliver extraordinary results together! Join #TeamPSA today!

Assistant Manager/Engineer (OT Security Governance)
Job no: 493051
Work type: Permanent
Categories: Engineering
Responsibilities:
You will be part of a team responsible for development of PSA’s security policies and best practices in line with government requirements, developing of risk management and mitigation plans to ensure business continuity.
Requirements:
Possess a degree in Computer Engineering, Computer Science, Cybersecurity, Information Security, Electrical & Electronics Engineering or equivalent
Cybersecurity Experience in OT/ICS environments will be preferred
Possess of GICSP, CISSP, CISA, CISM certification would be an advantage
Good knowledge and understanding of industry OT & IT security standards and principles such as NIST cybersecurity frameworks, IEC 62443 and ISO27001/2
Strong leadership, communication, interpersonal, analytical and problem-solving skills in a fast-moving environment
Good project management skills and able to work as a team as well as independently.
Fresh graduates with passion to pursue OT Security are welcome to apply
Advertised: 01 Mar 2022
Applications close: 30 Jun 2024",Permanent,-1,-1,False
83,Project Engineer (ACMV),Guthrie Engineering (S) Pte Ltd,"Responsibilities:
Assist Project Manager to oversee overall project progress, manpower and monitor project schedule
Preparation of engineering detail design development for the project where applicable
Able to carry out testing & commissioning and basic troubling shooting of the system
Ensure project complete within the time frame
Day to day site co-ordinations with main contractors and sub-contractors
Prepare, plan and request site inspection with main contractor or RTO
Ensure the allocation of resources as planned and submit daily work progress and manpower forecast report
Monitor and request for equipment and material delivery
Ensure equipment, material and site work compliance to specifications
Preparation, submission and obtain approval of MOS, RA, SWP, shop drawings, material, equipment, RFA, RFI etc
Attend technical meeting, daily site progress meeting and safety meetings
Preparation of OMM manual, As-Built drawings, training and DLP program
Knowledge of ACMV/HVAC air-conditioning
Knowledge and adherence of WSH, ESH standard
Requirements:
ITE/Diploma/Degree or equivalent in Mechanical Engineering
Experience in project management handling ACMV projects for industrial or commercial purpose. Fresh Graduate are welcome
Good communication and interaction skill
A team player and possess problem-solving, coordination and management skills
Email Contact: careers@guthrie.com.sg",Fresh graduate,-1,-1,False
238,Service Engineer / Service Technician (BMS),Schneider Electric,"Job Description:
Do you dream of working in a company that is driven by a meaningful purpose? An inclusive company that empowers you to do your best and be innovative?

We are looking for Service Engineer / Service Technician (BMS) to make a difference!

At Schneider Electric, we believe access to energy and digital is a basic human right. We empower all to do more with less, ensuring Life Is On everywhere, for everyone, at every moment. We provide energy and automation digital solutions for efficiency and sustainability.

What will you do?
Carry out preventive maintenance and small-scale projects
Provide quality work and timely delivery
Ensure that site intervention, repairs, remedy work and equipment commissioning are completed as per customer’s expectation
Provide technical support in fulfilling warranty requirements
Maintain good customer relationship and achieve good customer satisfaction
Maintain efficient and quality services to achieve department objectives
Maintain all safety gears and test equipment to their standard of use
Ensure complete compliance of all safety policies, practices and procedures at all times
Promote good customer relations

What qualifications will make you successful?
Diploma or Degree in Electrical Engineering, Building Automation or equivalent.
At least 2 to 4 years of industry experience in building management system (BMS).
Good technical problem-solving skills and solution recommendation.
Experience in networking, communication protocols and IT infrastructure (preferred).
Experience with Modbus/BACnet protocol and project execution will be a plus.
HVAC, power meter, PLC and SCADA knowledge will be a differentiator.
Fresh graduate are encourage to apply. Having experience in BMS during internship period will be an added advantage.
Qualifications:

What's in it for me?
Global family leave
Comprehensive medical coverage for employee and dependents
Worldwide Employee Stock Ownership
On-site gym

…and more!

We are looking forward to welcoming you in our team!

Let us learn about you! Apply today.
About Our Company:
Why us?
Schneider Electric is leading the digital transformation of energy management and automation. Our technologies enable the world to use energy in a safe, efficient and sustainable manner. We strive to promote a global economy that is both ecologically viable and highly productive.

€25.7bn global revenue
137 000+ employees in 100+ countries
45% of revenue from IoT
5% of revenue devoted for R&D

You must submit an online application to be considered for any position with us. This position will be posted until filled

It is the policy of Schneider Electric to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct. Concerning agencies: Schneider Electric does not accept unsolicited resumes and will not be responsible for fees related to such.",Full-time,-1,-1,False
108,Engineer (C&E),Surbana Jurong Private Limited,"It's fun to work in a company where people truly BELIEVE in what they are doing, Building Cities, Shaping Lives!
We believe in delivering urbanisation, infrastructure and engineering solutions to support sustainable social and economic growth for our clients.
Responsibilities
The candidate is expected to undertake projects related to hydraulic modelling, flood impact assessment, and/or ABC Waters design. Guidance and training will be provided where necessary.
Requirements
Degree in Civil & Environmental Engineering recognised by the Professional Engineers Board (Singapore). Fresh graduates will be considered, but those with 1-3 years of experience in any of the following areas are preferred:
Hydraulic modelling using MIKE-11, XP-SWMM, PC-SWMM, or equivalent Flood impact assessment ABC Waters design
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Full-time,-1,-1,False
109,Site/Project Engineer (Electrical),Guthrie Engineering (S) Pte Ltd,"Responsibilities:
Capable of reading electrical and ELV drawing schematic diagram drawing
To coordinate and liaise with sub-contractor on project related matters to ensure to smooth execution of site work
Able to review and understand contract specification, prepare and submit variation order as according to the requirement
Able to perform engineering design, load and fault calculation
Able to resolve technical issues related to installation, commissioning and testing
Ensure the installation works are done according to the approved shop drawing, method statement, project specifications and relevant standards
Attend regular site meetings with Clients/Sub-contractors to discuss and resolve the site matters
To assist Project/Site/Construction Manager on handling and monitoting the project progress
Requirements:
ITE/Diploma/Degree or equivalent in Electrical Engineering
Experience in project management handling for industrial or commercial purpose
Fresh Graduate are welcome
Good communication and interaction skill
A team player and possess problem-solving, coordination and management skills
Email Contact: careers@guthrie.com.sg",Fresh graduate,-1,-1,False
226,Engineer Facilities,GLOBALFOUNDRIES,"Intro to GF
GlobalFoundries (GF) is one of the world’s leading semiconductor foundries and the only one with a truly global footprint spanning three continents. We manufacture complex, feature-rich integrated circuits that enable billions of electronic devices. At GF, we make things that matter — from the solutions that enable the way we live today, to the technologies that drive what’s possible for tomorrow. Join us in changing the industry that is changing the world. For more information, visit www.gf.com .
Why GF
Be a part of our global team that is at the forefront of providing cutting-edge global technology solutions. We are seeking candidates with a strong passion for new technologies and advanced manufacturing, as we continue our Industry 4.0 Digitalization journey using technologies such as Artificial Intelligence and Machine Learning, robotics, big data analytics and more.
Your work will have a direct impact in our expanding Fab Operations, in building out our platforms of purpose-built technologies such as smart mobile devices, personal computing, home and industrial IoT, automotive and more. You will have access to the latest technological developments at GF Labs, with opportunities for patent submissions, presenting your ideas on a global platform, and enjoy GF-wide collaboration across our fabs and offices around the world.
Your Job:
Handling and taking over shift of both Fab 7 and 7G for both M&E and DI system for campus leader and the shift engineers.
Attend morning operation pass down meeting and discuss all activities and issues with the team.
Sent out the daily activities snapshot to contractor Audit GF WhatsApp group daily.
Logged all critical or outstanding issues to the facility EIP follow up and facility dashboard after morning pass down meeting
Approve the EPTW for the day after aligned in the daily pass down activity with the system engineer.
Ensure the drives need to stop for PM or Ad hoc activities of the day are carry out by the operation team without incident for both Fabs and ensure all critical drives check sheet are duly fill up and sign by the respective engineers accordingly.
Ensure SPACE charts are put to ""study"" mode by campus leader for any assignable cause activities and put back to ""Offline"" after the job completed and system stabilized. If needed to put study mode of longer timeframe, inform the supervisors.
Attend complaints from modules at the shortest possible time allocated in order to prevent or reduce the impact of incident /Excursion.
Write facility incident report for all incidents or reportable issues accordingly and present to the management and for consolidation.
Sent messages via WhatsApp or/and Hangout for all critical issues during the shift without fail and to have closure for all messages sent.
Annotate all the SPACE violation in the annotation dashboard without fail after obtaining the true rootcause of the violations
Close monitoring of the SCADA and alarms and react accordingly.
Proceed to site check in the clean room for all second count continuously violation for critical parameter without fail so as to prevent incident and excursion and to annotate the right comments in SPACE accordingly.
Perform FFU air flow measurement, FFU particle count measurement, temp and RH measurement in the clean room to ensure system integrity if necessary
Set up data logger/ mobile particle count measurement and retrieve/downloading for troubleshooting and verification in the clean room
Place all the orders and delivery of diesel and chemicals when minimum stock or quantity reached.
Receive diesel, chemicals from delivery vendors and ensure proper top up or store in allocated tanks with proper containment.
Perform daily logging as per frequency and schedule day and report any abnormalities found and highlight to the pass down meeting.
Perform scheduled PM activities and close the CMMS in the system without deferment.
Assist and supervise vendors /contractors of the job as required by system engineer or operational requirements.
Open clean room, sub fab door, set up ventilation fan and ducting as and when required by CFM due to AMC related violations.
Perform site audit/inspection of the contractors/vendor as stipulated in the daily facility pass down details jobs cope.
Attend to issues/problems as generated from FMS SCADA, perform initial troubleshooting and resolve issues/problems.
If not able to resolve issue, escalate to CMT or system engineers.
Review all SPACE control limit and ensuring that it's the same value as the SCADA control limit to avoid near miss to the critical system.
Retrieve and update the daily alarm log file and review/investigate the top alarms of the day.
Perform Clean room, sub fab and facility plant room 6S audit and housekeeping and highlights in the pass down meeting of any issues found.
Required Qualifications :
Degree in Chemical / Mechanical Engineering/ Diploma with relevant experience
1-2 years’ relevant experience in an electronics manufacturing environment (fresh graduate are encouraged to explore)
Good interpersonal skill
Ability to lead in meetings with contractors or vendors.
Ability in report writing.
As an affirmative employer, all qualified applicants are considered for employment regardless of age, ethnicity, marital status, citizenship, race, religion, political affiliation, gender, sexual orientation and medical and/or physical abilities.
All offers of employment with GlobalFoundries are conditioned upon the successful completion of background checks, medical screenings as applicable and subject to the respective local laws and regulations.
To ensure that we maintain a safe and healthy workplace for our GlobalFoundries employees, please note that offered candidates who have applied for jobs in Singapore will have to be fully vaccinated prior to their targeted start date. For new hires, the appointment is contingent upon the provision of a copy of their COVID-19 vaccination document, subject to any written request for medical or religious accommodation.
Information about our benefits you can find here: https://gf.com/about-us/careers/opportunities-asia",Full-time,-1,-1,False
219,Jobs For Technical Diploma Graduates,Ace PLP Pte Ltd,"Jobs For Technical Diploma Graduates

Entry Requirements
Entry-level candidates and mid-careerists may apply. Strong interest in pursuing a career in the Built Environment Sector.
Degree/Diploma/ITE in Built Environment-related fields:
Aerospace Engineering
Architecture
Civil Engineering
Electrical Engineering
Green Building
Landscape Design & Planning
Mechanical Engineering
Mechatronic Engineering
Sustainable Building
Other qualifications considered: Any engineering subjects, Intelligent Building Technology, Graphic Arts, Visual/Product/Interior Design, Landscape Architecture, Environmental Engineering, etc.
Professionals with prior experience in BIM may request a skills test to fast-track their development at AcePLP.
Role Of A Technical Diploma Graduate In AcePLP
Technical Diploma holders such as fresh graduates and mid-careerists with no prior work experience will complete 2 months of classroom training in BIM and CAD applications. The training is conducted by Ace Industry Academy (AIA), the official training arm of AcePLP, and will prepare you as you embark on your career as BIM Engineer. AIA is an SSG/WSG-approved training provider, and some modules which you attend during this period will be WSQ-accredited, and in line with the national skills framework for the Built Environment. (SSG/WSG is a statutory council formed by the Ministry of Manpower and Ministry of Education.)
Certificates will be awarded on completion of classroom training, and thereafter, you will be assigned to work on projects to gain experience. To guarantee a smooth transition, AcePLP pairs freshly trained BIM engineers with senior colleagues or Alumni. Trainers will also be on hand to assist the new Engineers if they run into any challenges. The experience you gain from participating in projects can be used towards the Digital Delivery Management Accreditation Scheme.
In your projects, you may work with developers and main contractors with their own Civil and Structural Engineering, Electrical Engineering, Mechanical Engineering, Aerospace, Landscape Architecture, Design, C&S engineering consultants, registered surveyors, and more.
As you learn and progress in the digital delivery services role, you may be moved into assignments that require a great deal of integration and coordination with other stakeholders, because the role of design and construction is often a collaboration between consultants, contractors, and specialists. BIM models are essential for better collaboration, reducing cost, and improving the quality of the work by enabling iterative design, review, and updates.
Advancements in construction technology are reshaping the future of multiple sectors and your experience will also contribute towards an entry into the desirable career track within the Built Environment.
What You Will Learn On The Job
In the 26-month AcePLP Career Advancement Programme, you start off in our classrooms to undergo intense technical training in BIM to build your foundational skills in Digital Delivery Management.
Through our training programme, we ensure that you gain the ability to use the most popularly used BIM application software in Singapore, which are Autodesk Revit, Bentley OpenBuilding, OpenRail and OpenPlant. This gives you the flexibility to work on various kinds of building and infrastructure projects in Singapore. We will also cover the use of 2D products such as AutoCAD and MicroStation, which are crucial for the documentation of the BIM models.
As when the opportunity arises, we will put you through training in 3D BIM products, combining the BIM model with a Microsoft Projects or Primavera P6 schedule using products such as Synchro 3D or Navisworks Manage, enabling you to deliver on Virtual Design and Construction processes. You may undergo other types of training depending on your interest and where the opportunities take you.
What Is Your Career Progression Like?
BIM has greatly improved how architects and engineers design and construct buildings and have now become integral to all processes in the Built Environment. If you are a Higher Nitec graduate you will have many opportunities in Digital Delivery Management track, so long as your interest lies in technology implementation. Jobs in Digital Delivery involves the adoption and implementation of up-to-date emerging digital technologies to optimize operations and processes, improve collaboration and enhance work efficiency.
You can progress in this track to become an expert DDM professional, rising in the ranks to become a Tier 2 (Lead) BIM Manager, and then a Chief Digital Officer (Tier 1), where you will oversee the implementation and innovation of digital solutions to achieve digital transformation in the business, leading the strategic direction in your team.
Depending on the assignment opportunities, you may also have collaborated with structural and/or mechanical and electrical teams. This kind of experience can have a transformative effect on your career as a Digital Delivery Management (BIM) professional, and on parallel, set you up for success if you choose to pursue many careers in Built Environment tracks, as our colleagues have done.
For information regarding the DDM Accreditation Scheme, visit ddm.buildingsmartsingapore.org.
Career Pathways To Accredited Digital Delivery Management (BIM) Professionals
BIM Designs By Our Engineer
Other Available Positions
IT Systems Engineer
Manage our existing network infrastructure and develop IT Solutions for clients to meet their business needs.
Human Resources
Engage with aspiring young engineers and develop policies and initiatives that nurture a learning environment.
Sales
Be part of a team sourcing out the best opportunities for talent development, and help us create valuable networks in the industry.
Production Operator
Collaborate on our print production line and delivery services",Fresh graduate,-1,-1,False
220,Project Engineer,HR Exchange,"Responsibilities:
Responsible for the overall management and implementation of projects
Plan and prepare work schedules when the project is awarded
Coordinate and manage activities of the vendors and sub-contractors to ensure quality standards are met
Ensure documentation from vendors and sub-contractors are in-order i.e. Technical Submission, Material Submission, etc
Monitor the progress of projects and provide management and clients’ with regular progress status reports
Conduct regular site walks and manage work schedules to ensure smooth progress and timely delivery of projects
Anticipate issues/problems that could arise and provide solutions to solve them
Prepare test scripts, schedule, and reports for Factory and Site testing and send an invitation to clients for all witness testing
Coordinate with consultant or clients for Integrated Services Test (IST) and prepare all vendors, sub-contractors and internal departments for the test
Work with CAD department to highlight any discrepancy in construction drawings and ensure accuracy in as-built drawings
Work with the Project Admin department to prepare OMM and handover certificates for assigned projects.
Prepare system write-up for every discipline
Requirements:
Degree/Diploma in Electrical/Mechanical Engineering
Fresh graduates are welcome
3-4 years’ experience in the M&E industry an advantage
Proficient in Microsoft Office i.e. Microsoft Word, Excel and PowerPoint.
Possess knowledge in project management tools, solutions, and techniques highly desirable
Possess safety awareness at all times
Familiar with Authority Requirement and Code of Practice preferred
Have good interpersonal, communication and people management skills
Able to work in a fast-paced environment and meet tight deadlines
Able to commit to long working hours and be responsive to client’s request
A team player who works well with all internal and external teams involved in the project
EA Licence No: 22C1055
EA Personnel Registration No: R1980530",Fresh graduate,-1,-1,False
221,Instrumentation Engineer,Fugro,"Job Description
Who we are
Do you want to join our Geo-data revolution? Fugro’s global reach and unique know-how will put the world at your fingertips. Our love of exploration and technical expertise help us to provide our clients with invaluable insights. We source and make sense of the most relevant Geo-data for their needs, so they can design, build and operate their assets more safely, sustainably and efficiently. But we’re always looking for new talent to take the next step with us. For bright minds who enjoy meaningful work and want to push our pioneering spirit further. For individuals who can take the initiative, but work well within a team.
About the role
Two-year contract
Reports to Instrumentation Engineer and Senior Instrumentation Engineer;
Maintain and implement ISO 9001, ISO 14001 & OHSAS 18001/ISO 45001 Management System effectively;
Follow Instrumentation Engineer’s arrangement in conduct field monitoring tasks;
Able to complete given task within permitted working hours;
Maintain and protect the monitoring equipment diligently;
Follow Instrumentation Engineer’s instruction in carry out adhoc work such as help out in digging manual trialpit, instruments installation.
Implementation of the highest practicable standards of Health, Safety and Environmental Performance and maintenance of the Management Systems to ensure compliance with appropriate International Standards;
Follow business management system and corporate compliance procedure;
About you
Degree in Civil Engineering
Fresh graduates are welcome
Able to withstand long hours outdoors
Ability to exercise job prioritization
Team player
Effective communication skills
Results driven and highly motivated
Able to deliver under pressure
What we offer
Competitive salary with Annual Wage Supplement
Generous paid-leave
Career & training opportunities (international opportunities possible)
Company shuttle from various pick-up at MRT stations across Singapore
Collective health insurance and outpatient benefits;
Employee Assistance Programme (EAP) to provide help when you need extra support.
Additional benefits: Long Service Awards, Professional Membership, Weekly fitness-related activities, etc)
**Benefits may vary according to position/contract/grade level.
Our view on diversity, equity and inclusion
At Fugro, our people are our superpower. Their variety of viewpoints, experiences, knowledge and talents give us collective strength. Distinctive beliefs and diverse backgrounds are therefore welcome, but discrimination, harassment, inappropriate behaviour and unfair treatment are not. Everybody is to be well-supported and treated fairly. And everyone must be valued and have their voice heard. Crucially, we believe that getting this right brings a sense of belonging, of safety and acceptance, that makes us feel more connected to Fugro’s purpose ‘together create a safe and liveable world’ – and to each other.
How to apply
Please include your latest resume in the application.
Please describe your working rights in Singapore (work pass sponsorship is subject to quota and availability).
We regret to inform that we will only process applications made via our Careers website (and other linked portals) and only shortlisted applicants will be contacted.
Disclaimer for recruitment agencies:
Fugro does not accept any unsolicited applications from recruitment agencies. Acquisition to Fugro Recruitment or any Fugro employee is not appreciated.",Full-time,-1,-1,False
